neighborhood,stationID,stationName,latitude,longitude,eventCount,types,time,value
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 8:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 8:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 9:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 9:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 10:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 10:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 11:00,27
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 11:00,0
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 0:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 0:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 13:00,20
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 13:00,7
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 14:00,19
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 14:00,8
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 15:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 15:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 16:00,20
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 16:00,7
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 17:00,13
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 17:00,14
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 18:00,7
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 18:00,18
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 19:00,9
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 19:00,17
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 20:00,8
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 20:00,18
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 21:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 21:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 22:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 22:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 23:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 23:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/1/18 12:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/1/18 12:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 1:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 1:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 2:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 2:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 3:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 3:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 4:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 4:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 5:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 5:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 6:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 6:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 7:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 7:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 8:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 8:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 9:00,7
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 9:00,20
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 10:00,12
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 10:00,15
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 11:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 11:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 0:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 0:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 13:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 13:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 14:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 14:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 15:00,21
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 15:00,6
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 16:00,16
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 16:00,10
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 17:00,16
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 17:00,11
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 18:00,20
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 18:00,7
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 19:00,21
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 19:00,6
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 20:00,17
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 20:00,10
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 21:00,10
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 21:00,17
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 22:00,6
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 22:00,21
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 23:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 23:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/2/18 12:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/2/18 12:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 1:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 1:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 2:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 2:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 3:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 3:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 4:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 4:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 5:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 5:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 6:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 6:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 7:00,10
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 7:00,17
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 8:00,14
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 8:00,13
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 9:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 9:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 10:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 10:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 11:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 11:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 0:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 0:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 13:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 13:00,0
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 14:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 14:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 15:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 15:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 16:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 16:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 18:00,17
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 18:00,9
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 19:00,14
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 19:00,13
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 20:00,12
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 20:00,15
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 21:00,11
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 21:00,16
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 22:00,10
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 22:00,17
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 23:00,7
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 23:00,20
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/3/18 12:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/3/18 12:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 1:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 1:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 2:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 2:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 3:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 3:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 4:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 4:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 5:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 5:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 6:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 6:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 7:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 7:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 8:00,6
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 8:00,21
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 9:00,19
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 9:00,8
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 10:00,27
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 10:00,0
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 11:00,27
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 11:00,0
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 0:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 0:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 13:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 13:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 14:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 14:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 16:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 16:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 17:00,11
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 17:00,15
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 18:00,10
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 18:00,15
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 19:00,8
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 19:00,18
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 20:00,7
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 20:00,19
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 21:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 21:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 22:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 22:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 23:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 23:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/4/18 12:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/4/18 12:00,0
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 1:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 1:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 2:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 2:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 3:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 3:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 4:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 4:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 5:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 5:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 6:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 6:00,21
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 7:00,11
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 7:00,15
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 8:00,17
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 8:00,9
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 9:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 9:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 10:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 10:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 11:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 11:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 0:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 0:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 13:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 13:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 15:00,26
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 15:00,0
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 16:00,17
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 16:00,9
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 17:00,10
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 17:00,16
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 18:00,11
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 18:00,13
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 19:00,16
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 19:00,9
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 20:00,13
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 20:00,12
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 21:00,11
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 21:00,15
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 22:00,10
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 22:00,16
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 23:00,7
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 23:00,19
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/5/18 12:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/5/18 12:00,1
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 1:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 1:00,20
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 2:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 2:00,20
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 3:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 3:00,20
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 4:00,5
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 4:00,21
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 5:00,6
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 5:00,20
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 6:00,8
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 6:00,18
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 7:00,11
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 7:00,15
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 8:00,15
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 8:00,11
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 9:00,19
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 9:00,7
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 10:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 10:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 11:00,25
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 11:00,0
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 0:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 0:00,21
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 13:00,19
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 13:00,6
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 14:00,21
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 14:00,3
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 15:00,24
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 15:00,0
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 16:00,23
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 16:00,2
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 17:00,14
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 17:00,12
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 18:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 18:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 19:00,4
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 19:00,22
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 20:00,16
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,docks,4/6/18 20:00,10
Greenwich Village,335,Washington Pl & Broadway,40.72903917,-73.99404649,3474,bikes,4/6/18 21:00,22
