neighborhood,Station_Name,latitude,longitude
Chelsea,18th St,40.741081,-73.99810500000001
Chelsea,18th St,40.741206,-73.998035
Chelsea,14th St,40.741234999999996,-74.001715
Chelsea,18th St,40.741617,-73.997197
Chelsea,18th St,40.741783,-73.997557
Chelsea,23rd St,40.742922,-73.993066
Chelsea,23rd St,40.742977,-73.993188
Chelsea,23rd St,40.743066,-73.992971
Chelsea,23rd St,40.743121,-73.993099
Chelsea,23rd St,40.74391,-73.99560799999999
Chelsea,23rd St,40.744017,-73.995901
Chelsea,23rd St,40.74412,-73.99534799999999
Chelsea,23rd St,40.744313,-73.995811
Chelsea,23rd St,40.745102,-73.998365
Chelsea,23rd St,40.745278000000006,-73.99877099999999
Chelsea,23rd St,40.745298999999996,-73.998145
Chelsea,23rd St,40.745505,-73.998642
Chelsea,23rd St,40.745814,-73.99785200000001
Chelsea,23rd St,40.746109999999994,-73.998145
Chelsea,23rd St,40.746427000000004,-73.99735
Chelsea,23rd St,40.746483000000005,-73.99714200000001
Chelsea,23rd St,40.746534999999994,-73.997271
Chelsea,28th St,40.746594,-73.993555
Chelsea,23rd St,40.746603,-73.997801
Chelsea,23rd St,40.746732,-73.997711
Chelsea,28th St,40.746787,-73.993955
Chelsea,28th St,40.747036,-73.993138
Chelsea,28th St,40.747215999999995,-73.993121
Chelsea,28th St,40.747264,-73.993611
Chelsea,28th St,40.747392,-73.99351
Chelsea,34th St,40.749656,-73.99113
Chelsea,34th St,40.749790000000004,-73.991721
Chelsea,34th St,40.750077000000005,-73.99082
Chelsea,34th St,40.750283,-73.99065
Chelsea,34th St,40.750313,-73.990854
Chelsea,34th St,40.750476,-73.991254
Chelsea,34th St,40.750809999999994,-73.990481
Chelsea,34th St,40.750982,-73.990899
Chelsea,34th St,40.751046,-73.991271
Chelsea,34th St,40.751290999999995,-73.993887
Chelsea,34th St,40.751432,-73.993538
Chelsea,34th St,40.751539,-73.99418100000001
Chelsea,34th St,40.751560999999995,-73.99424300000001
Chelsea,34th St,40.751677,-73.994107
Chelsea,34th St,40.75202,-73.993352
Chelsea,34th St,40.752178,-73.993701
Chelsea,14th St,40.737286,-73.996437
Chelsea,14th St,40.737316,-73.99650799999999
Chelsea,14th St,40.737519,-73.99696999999999
Chelsea,14th St,40.737572,-73.997111
Chelsea,14th St,40.738529,-73.995685
Chelsea,14th St,40.738585,-73.99940500000001
Chelsea,14th St,40.738678,-73.995632
Chelsea,14th St,40.738718,-73.996121
Chelsea,14th St,40.738775,-73.999711
Chelsea,14th St,40.738838,-73.996023
Chelsea,14th St,40.739776,-74.002256
Chelsea,14th St,40.739948999999996,-74.002655
Chelsea,14th St,40.74041,-74.00175
Chelsea,14th St,40.740598,-74.002185
Chelsea,18th St,40.74092,-73.997698
Chelsea,14th St,40.740938,-74.001919
Chinatown,Canal St,40.717822999999996,-74.000326
Chinatown,Canal St,40.718154999999996,-74.00031700000001
Chinatown,Canal St,40.718196999999996,-74.000388
Chinatown,Canal St,40.718506,-74.000826
Chinatown,Canal St (UL),40.719165999999994,-74.001774
Chinatown,Canal St (UL),40.719218,-74.00185
Chinatown,East Broadway,40.714194,-73.990352
Civic Center,Brooklyn Bridge-City Hall,40.712333,-74.004387
Civic Center,Chambers St,40.712699,-74.004099
Civic Center,Brooklyn Bridge-City Hall,40.712723,-74.004971
Civic Center,Brooklyn Bridge-City Hall,40.712868,-74.004806
Civic Center,City Hall,40.71311,-74.00704499999999
Civic Center,City Hall,40.713437,-74.00676
Civic Center,City Hall,40.713521,-74.006697
Civic Center,Brooklyn Bridge-City Hall,40.713721,-74.003734
Civic Center,Brooklyn Bridge-City Hall,40.713721,-74.003734
Civic Center,Brooklyn Bridge-City Hall,40.713839,-74.00386400000001
Civic Center,Brooklyn Bridge-City Hall,40.713899,-74.003642
Civic Center,Chambers St,40.714199,-74.003187
Clinton Hill,Clinton & Washington Avs,40.682868,-73.96463
Clinton Hill,Clinton & Washington Avs,40.683172,-73.964689
Clinton Hill,Clinton & Washington Avs,40.683316999999995,-73.966741
Clinton Hill,Clinton & Washington Avs,40.683653,-73.966797
Clinton Hill,Clinton & Washington Avs,40.683695,-73.967069
Clinton Hill,Clinton-Washington Avs,40.687875,-73.96793100000001
Clinton Hill,Clinton-Washington Avs,40.688114,-73.967575
Clinton Hill,Clinton-Washington Avs,40.688114,-73.967575
Clinton Hill,Clinton-Washington Avs,40.688157000000004,-73.965579
Clinton Hill,Clinton-Washington Avs,40.688157000000004,-73.965579
Clinton Hill,Clinton-Washington Avs,40.68846,-73.965749
Clinton Hill,Clinton-Washington Avs,40.68846,-73.965749
Clinton Hill,Classon Av,40.688753000000005,-73.96019
Clinton Hill,Classon Av,40.688942,-73.960215
Clinton Hill,Clinton-Washington Avs,40.687875,-73.96793100000001
Cobble Hill,Bergen St,40.685579,-73.991465
Cobble Hill,Bergen St,40.686708,-73.990629
Cobble Hill,Bergen St,40.686868,-73.990526
Crown Heights,Kingston Av,40.669289,-73.942463
Crown Heights,Nostrand Av,40.669711,-73.95024699999999
Crown Heights,Nostrand Av,40.669740999999995,-73.95079799999999
Crown Heights,Franklin Av,40.670336999999996,-73.957973
Crown Heights,Franklin Av,40.670485,-73.957806
Crown Heights,Botanic Gardens,40.670588,-73.95909300000001
Crown Heights,Franklin Av,40.670732,-73.957696
Crown Heights,Franklin Av,40.670922,-73.957764
Crown Heights,Park Place,40.674516,-73.957932
Crown Heights,Park Place,40.675208000000005,-73.95759100000001
Crown Heights,President St,40.668145,-73.950458
Crown Heights,President St,40.668166,-73.950862
Crown Heights,Utica Av,40.6687,-73.931702
Crown Heights,Utica Av,40.668708,-73.931883
Crown Heights,Utica Av,40.668838,-73.934239
Crown Heights,Utica Av,40.668935,-73.931831
Crown Heights,Utica Av,40.66896,-73.931675
Crown Heights,Utica Av,40.668969,-73.931874
Crown Heights,Utica Av,40.669102,-73.934213
Crown Heights,Kingston Av,40.669261,-73.941948
Ditmars Steinway,Astoria Blvd-Hoyt Av,40.77087,-73.916935
Ditmars Steinway,Astoria Blvd-Hoyt Av,40.771009,-73.917167
Ditmars Steinway,Ditmars Blvd,40.774809999999995,-73.912151
Ditmars Steinway,Ditmars Blvd,40.774938,-73.912337
Ditmars Steinway,Ditmars Blvd,40.775025,-73.911891
Ditmars Steinway,Ditmars Blvd,40.775149,-73.912074
Downtown Brooklyn,Nevins St,40.688053000000004,-73.980506
Downtown Brooklyn,Nevins St,40.688235,-73.980639
Downtown Brooklyn,DeKalb Av,40.689809999999994,-73.981651
Downtown Brooklyn,Hoyt St,40.690025,-73.984248
Downtown Brooklyn,Hoyt St,40.690388,-73.985299
Downtown Brooklyn,Hoyt St,40.690433,-73.984323
Downtown Brooklyn,Hoyt St,40.690931,-73.98525
Downtown Brooklyn,Hoyt St,40.690971999999995,-73.985448
Downtown Brooklyn,DeKalb Av,40.69154,-73.98256500000001
Downtown Brooklyn,Jay St - Borough Hall,40.691559000000005,-73.987208
Downtown Brooklyn,Jay St - Borough Hall,40.6917,-73.987461
Downtown Brooklyn,Lawrence St,40.69198,-73.98519
Downtown Brooklyn,Lawrence St,40.692031,-73.985395
Downtown Brooklyn,Lawrence St,40.692052000000004,-73.986191
Downtown Brooklyn,Lawrence St,40.692114000000004,-73.98610699999999
Downtown Brooklyn,Lawrence St,40.692258,-73.986114
Downtown Brooklyn,Lawrence St,40.692315,-73.98517199999999
Downtown Brooklyn,Jay St - Borough Hall,40.692329,-73.987167
Downtown Brooklyn,Jay St - Borough Hall,40.692335,-73.98744599999999
Downtown Brooklyn,Jay St - Borough Hall,40.692336,-73.987494
Downtown Brooklyn,Lawrence St,40.692359,-73.986181
Downtown Brooklyn,Jay St - Borough Hall,40.692393,-73.987443
Downtown Brooklyn,Jay St - Borough Hall,40.692394,-73.987491
Downtown Brooklyn,Jay St - Borough Hall,40.692397,-73.987162
Downtown Brooklyn,Jay St - Borough Hall,40.693153,-73.987484
Downtown Brooklyn,Jay St - Borough Hall,40.693153,-73.987408
Downtown Brooklyn,Jay St - Borough Hall,40.693243,-73.987481
Downtown Brooklyn,Jay St - Borough Hall,40.693243,-73.987402
Downtown Brooklyn,Jay St - Borough Hall,40.693490999999995,-73.987089
Downtown Brooklyn,High St,40.699112,-73.98892
Downtown Brooklyn,High St,40.699212,-73.988274
Downtown Brooklyn,Borough Hall,40.692299,-73.990301
Downtown Brooklyn,Borough Hall,40.69234,-73.99056
Downtown Brooklyn,Borough Hall,40.692547999999995,-73.990099
Downtown Brooklyn,Borough Hall,40.692588,-73.990572
Downtown Brooklyn,Borough Hall,40.693594,-73.99030400000001
Downtown Brooklyn,Borough Hall,40.693838,-73.99011899999999
East Harlem,110th St,40.794682,-73.944319
East Harlem,110th St,40.794804,-73.944613
East Harlem,110th St,40.794810999999996,-73.94423499999999
East Harlem,110th St,40.794927,-73.944502
East Harlem,116th St,40.798404,-73.941647
East Harlem,116th St,40.798466,-73.94188199999999
East Harlem,116th St,40.798742,-73.941406
East Harlem,116th St,40.798852000000004,-73.9416
East Harlem,125th St,40.804164,-73.937444
East Harlem,125th St,40.804251,-73.937658
East Harlem,125th St,40.804407,-73.937234
East Harlem,125th St,40.804517,-73.937186
East Harlem,125th St,40.804596999999994,-73.9374
East Harlem,96th St,40.785903000000005,-73.950695
East Harlem,96th St,40.786055,-73.95105699999999
East Harlem,103rd St,40.790193,-73.947649
East Harlem,103rd St,40.790279,-73.947856
East Village,2nd Av,40.7232,-73.988863
East Village,1st Av,40.73105,-73.982625
East Village,1st Av,40.731118,-73.982563
East Village,3rd Av,40.732960999999996,-73.986657
East Village,3rd Av,40.733134,-73.987041
East Village,Astor Place,40.729968,-73.99141
East Village,Astor Place,40.730084000000005,-73.990838
East Village,8th St,40.730477,-73.992286
East Village,8th St,40.730578,-73.992216
East Village,14th St-Union Square,40.73418,-73.989549
East Village,14th St-Union Square,40.734221999999995,-73.989674
East Village,14th St-Union Square,40.734444,-73.990184
East Village,14th St-Union Square,40.734495,-73.990311
East Village,2nd Av,40.72395,-73.991298
Financial District,Rector St,40.707225,-74.01345400000001
Financial District,Wall St,40.707315,-74.01216099999999
Financial District,Wall St,40.707428,-74.012067
Financial District,Wall St,40.707431,-74.008778
Financial District,Wall St,40.707446000000004,-74.011848
Financial District,Rector St,40.707495,-74.013273
Financial District,Rector St,40.707564,-74.013853
Financial District,Wall St,40.707577,-74.01173100000001
Financial District,Wall St,40.707577,-74.011927
Financial District,Rector St,40.707646999999994,-74.012924
Financial District,Rector St,40.707659,-74.013166
Financial District,Wall St,40.707671000000005,-74.011854
Financial District,Rector St,40.707902000000004,-74.012774
Financial District,Rector St,40.70795,-74.012963
Financial District,Broad St,40.708027,-74.009814
Financial District,Rector St,40.708028000000006,-74.01269599999999
Financial District,Rector St,40.708083,-74.012863
Financial District,Rector St,40.708107,-74.01344499999999
Financial District,Rector St,40.708191,-74.013582
Financial District,Wall St,40.708436,-74.011298
Financial District,Fulton St,40.70863,-74.006999
Financial District,Fulton St,40.709046,-74.006814
Financial District,Fulton St,40.7092,-74.006664
Financial District,Fulton St,40.709376,-74.008375
Financial District,Fulton St,40.709475,-74.00640899999999
Financial District,Fulton St,40.709507,-74.00829499999999
Financial District,Fulton St,40.710106,-74.007648
Financial District,Fulton St,40.710165,-74.009182
Financial District,Fulton St,40.710166,-74.009424
Financial District,Cortlandt St,40.710201,-74.011198
Financial District,Fulton St,40.710211,-74.007584
Financial District,Fulton St,40.710240999999996,-74.008022
Financial District,Fulton St,40.710388,-74.007935
Financial District,Cortlandt St,40.710435,-74.011066
Financial District,Broadway-Nassau,40.710555,-74.00863199999999
Financial District,Broadway-Nassau,40.710692,-74.00842800000001
Financial District,Cortlandt St,40.710871000000004,-74.010767
Financial District,Fulton St,40.710944,-74.009403
Financial District,Fulton St,40.711026000000004,-74.00919
Financial District,Cortlandt St,40.711065000000005,-74.010644
Financial District,Fulton St,40.711112,-74.00938199999999
Financial District,World Trade Center,40.71171,-74.010204
Financial District,World Trade Center,40.711793,-74.010165
Financial District,Brooklyn Bridge-City Hall,40.711824,-74.005057
Financial District,Brooklyn Bridge-City Hall,40.711857,-74.005114
Financial District,South Ferry,40.701313,-74.013479
Financial District,Whitehall St,40.701938,-74.012588
Financial District,South Ferry,40.701961,-74.013397
Financial District,South Ferry,40.701961,-74.013397
Financial District,South Ferry,40.702033,-74.013149
Financial District,South Ferry,40.702033,-74.013149
Financial District,Whitehall St,40.702108,-74.012642
Financial District,Whitehall St,40.702108,-74.012642
Financial District,Whitehall St,40.704015000000005,-74.013284
Financial District,Whitehall St,40.704096,-74.013293
Financial District,Whitehall St,40.704114000000004,-74.013
Financial District,Bowling Green,40.704157,-74.01450899999999
Financial District,Bowling Green,40.704629,-74.013502
Financial District,Bowling Green,40.704659,-74.01392
Financial District,Bowling Green,40.704795000000004,-74.014454
Financial District,Bowling Green,40.704825,-74.014572
Financial District,Broad St,40.705746999999995,-74.011554
Financial District,Broad St,40.705961,-74.011229
Financial District,Broad St,40.706001,-74.01149699999999
Financial District,Broad St,40.706142,-74.011128
Financial District,Wall St,40.706272,-74.009447
Financial District,Rector St,40.706345,-74.014
Financial District,Wall St,40.706385,-74.009658
Financial District,Wall St,40.706392,-74.009332
Financial District,Broad St,40.706439,-74.011263
Financial District,Rector St,40.706493,-74.014319
Financial District,Wall St,40.706506,-74.00954399999999
Financial District,Rector St,40.706527,-74.01414399999999
Financial District,Rector St,40.706596999999995,-74.014115
Financial District,Wall St,40.706755,-74.008804
Financial District,Broad St,40.706887,-74.010687
Financial District,Broad St,40.706911,-74.010494
Financial District,Broad St,40.707117,-74.01082099999999
Financial District,Wall St,40.707190000000004,-74.011997
Flatiron District,23rd St,40.739477,-73.986562
Flatiron District,23rd St,40.739501000000004,-73.987134
Flatiron District,23rd St,40.739674,-73.98704000000001
Flatiron District,23rd St,40.739984,-73.986343
Flatiron District,23rd St,40.740008,-73.986233
Flatiron District,23rd St,40.740097,-73.98660100000001
Flatiron District,23rd St,40.74018,-73.986006
Flatiron District,23rd St,40.74018,-73.98661700000001
Flatiron District,23rd St,40.740419,-73.986452
Flatiron District,23rd St,40.740643,-73.98921700000001
Flatiron District,23rd St,40.74108,-73.989083
Flatiron District,23rd St,40.741111,-73.98892
Flatiron District,23rd St,40.741378000000005,-73.988895
Flatiron District,23rd St,40.741539,-73.988989
Flatiron District,23rd St,40.741913000000004,-73.989428
Flatiron District,23rd St,40.741208,-73.989639
Flatiron District,23rd St,40.742659,-73.992489
Flatiron District,23rd St,40.742715000000004,-73.99261700000001
Flatiron District,23rd St,40.742825,-73.99238299999999
Flatiron District,23rd St,40.74288,-73.992506
Flatiron District,23rd St,40.740758,-73.989632
Fort Greene,Atlantic Av-Barclays Ctr,40.684976,-73.97788
Fort Greene,Atlantic Av,40.685221999999996,-73.977628
Fort Greene,Lafayette Av,40.685559000000005,-73.9729
Fort Greene,Lafayette Av,40.6857,-73.973526
Fort Greene,Lafayette Av,40.685789,-73.97276
Fort Greene,Lafayette Av,40.685969,-73.973021
Fort Greene,Lafayette Av,40.686040999999996,-73.974278
Fort Greene,Lafayette Av,40.686077000000004,-73.97330799999999
Fort Greene,Lafayette Av,40.686119,-73.974517
Fort Greene,Lafayette Av,40.686409000000005,-73.974347
Fort Greene,Lafayette Av,40.686553,-73.97460600000001
Fort Greene,Fulton St,40.687159,-73.97629
Fort Greene,Fulton St,40.68716,-73.976865
Fort Greene,Nevins St,40.688085,-73.980243
Fort Greene,Nevins St,40.688243,-73.980356
Fort Greene,DeKalb Av,40.68974,-73.981156
Fort Greene,DeKalb Av,40.689803999999995,-73.981164
Fort Greene,DeKalb Av,40.689817,-73.981082
Fort Greene,DeKalb Av,40.691562,-73.98204799999999
Gowanus,4th Av,40.669953,-73.98944200000001
Gowanus,4th Av,40.67001,-73.989248
Gowanus,9th St,40.670538,-73.988778
Gowanus,Union St,40.677135,-73.983416
Gowanus,Union St,40.677279,-73.983327
Gowanus,Smith-9th St,40.674725,-73.997505
Gramercy,3rd Av,40.733121999999995,-73.986548
Gramercy,3rd Av,40.733277,-73.98693100000001
Gramercy,14th St-Union Square,40.734406,-73.989437
Gramercy,14th St-Union Square,40.735184000000004,-73.989793
Gramercy,Union Square,40.735278,-73.991058
Gramercy,Union Square,40.735310999999996,-73.99026500000001
Gramercy,Union Square,40.736339,-73.99060300000001
Gramercy,Union Square,40.736523,-73.990447
Greenpoint,Nassau Av,40.72365,-73.950929
Greenpoint,Nassau Av,40.723765,-73.95056600000001
Greenpoint,Nassau Av,40.72378,-73.950985
Greenpoint,Nassau Av,40.723894,-73.950665
Greenpoint,Nassau Av,40.725446000000005,-73.95197399999999
Greenpoint,Nassau Av,40.725573,-73.951603
Greenpoint,Greenpoint Av,40.73007,-73.95437700000001
Greenpoint,Greenpoint Av,40.730121999999994,-73.954049
Greenpoint,Greenpoint Av,40.730278000000006,-73.954488
Greenpoint,Greenpoint Av,40.732215999999994,-73.954784
Greenpoint,Greenpoint Av,40.732258,-73.954379
Greenwich Village,8th St,40.729778,-73.993262
Greenwich Village,8th St,40.730592,-73.99262
Greenwich Village,8th St,40.730641999999996,-73.992737
Greenwich Village,8th St,40.730715999999994,-73.992517
Greenwich Village,8th St,40.730773,-73.992641
Greenwich Village,West 4th St,40.731086,-74.001209
Greenwich Village,West 4th St,40.731091,-74.001127
Greenwich Village,West 4th St,40.733067,-73.999728
Greenwich Village,West 4th St,40.733259000000004,-73.999615
Greenwich Village,Union Square,40.734755,-73.99099100000001
Greenwich Village,Union Square,40.734859,-73.991235
Greenwich Village,6th Av,40.737149,-73.996578
Greenwich Village,6th Av,40.737196999999995,-73.99670400000001
Harlem,145th St,40.820343,-73.93650799999999
Harlem,145th St,40.820602,-73.93593299999999
Harlem,145th St,40.820662,-73.936275
Harlem,137th St-City College,40.821348,-73.954408
Harlem,137th St-City College,40.821391,-73.953906
Harlem,137th St-City College,40.821453999999996,-73.953856
Harlem,137th St-City College,40.821584,-73.954223
Harlem,145th St,40.823791,-73.944726
Harlem,145th St,40.823915,-73.945027
Harlem,145th St,40.824028000000006,-73.944409
Harlem,Harlem-148th St,40.824069,-73.936981
Harlem,145th St,40.824244,-73.94493100000001
Harlem,145th St,40.825581,-73.943444
Harlem,145th St,40.825621999999996,-73.94379599999999
Harlem,145th St,40.826199,-73.95039200000001
Harlem,145th St,40.826513,-73.950162
Harlem,145th St,40.826657,-73.95052
Harlem,155th St,40.830744,-73.941597
Harlem,155th St,40.830853999999995,-73.941638
Harlem,110th St-Central Park North,40.798497,-73.95267199999999
Harlem,110th St-Central Park North,40.799033,-73.952058
Harlem,Cathedral Parkway-110th St,40.800866,-73.958405
Harlem,116th St,40.801821999999994,-73.949651
Harlem,116th St,40.801945,-73.949943
Harlem,116th St,40.802111,-73.949437
Harlem,116th St,40.802229,-73.94973399999999
Harlem,116th St,40.804171999999994,-73.95513100000001
Harlem,116th St,40.804312,-73.95564300000001
Harlem,116th St,40.804428,-73.955024
Harlem,116th St,40.804639,-73.955559
Harlem,125th St,40.807548,-73.945463
Harlem,125th St,40.807681,-73.945752
Harlem,125th St,40.807875,-73.945229
Harlem,125th St,40.807995,-73.945524
Harlem,125th St,40.810526,-73.95258299999999
Harlem,125th St,40.810635999999995,-73.95288599999999
Harlem,125th St,40.810879,-73.952318
Harlem,125th St,40.811007000000004,-73.95261500000001
Harlem,125th St,40.811858,-73.951351
Harlem,125th St,40.81199,-73.95174499999999
Harlem,135th St,40.813896,-73.940831
Harlem,135th St,40.814023999999996,-73.941117
Harlem,135th St,40.814188,-73.940618
Harlem,135th St,40.814316,-73.94091
Harlem,135th St,40.816866999999995,-73.947953
Harlem,135th St,40.816891999999996,-73.947818
Harlem,135th St,40.817125,-73.948225
Harlem,135th St,40.817188,-73.947665
Harlem,135th St,40.818354,-73.947213
Harlem,135th St,40.818558,-73.94754300000001
Harlem,145th St,40.820161,-73.93625300000001
Hell's Kitchen,59th St,40.766416,-73.983301
Hell's Kitchen,59th St,40.766745,-73.983408
Hell's Kitchen,59th St,40.766944,-73.982941
Hell's Kitchen,42nd St,40.758567,-73.989053
Hell's Kitchen,42nd St,40.758685,-73.98899
Hell's Kitchen,50th St,40.761691,-73.986805
Hell's Kitchen,50th St,40.761741,-73.986924
Hell's Kitchen,50th St,40.761967999999996,-73.986662
Hell's Kitchen,50th St,40.761967999999996,-73.986662
Hell's Kitchen,50th St,40.762312,-73.986378
Hell's Kitchen,50th St,40.762312,-73.986378
Hell's Kitchen,50th St,40.762452,-73.986299
Hell's Kitchen,34th St,40.752427000000004,-73.993679
Hell's Kitchen,34th St,40.752877000000005,-73.99324399999999
Hell's Kitchen,34th St,40.753032,-73.993188
Hell's Kitchen,34th St,40.753053,-73.993256
Hell's Kitchen,42nd St,40.755989,-73.991049
Hell's Kitchen,42nd St,40.756101,-73.990887
Hell's Kitchen,42nd St,40.757463,-73.98998399999999
Hell's Kitchen,42nd St,40.757929,-73.989547
Long Island City,Broadway,40.76188,-73.925638
Long Island City,Vernon Blvd-Jackson Av,40.742351,-73.95272299999999
Long Island City,Hunters Point,40.742405,-73.94811
Long Island City,Hunters Point,40.742422,-73.948195
Long Island City,Vernon Blvd-Jackson Av,40.742432,-73.953156
Long Island City,Vernon Blvd-Jackson Av,40.742496,-73.95248199999999
Long Island City,Hunters Point,40.7425,-73.94860899999999
Long Island City,Vernon Blvd-Jackson Av,40.742588,-73.954252
Long Island City,Vernon Blvd-Jackson Av,40.742593,-73.95285
Long Island City,Vernon Blvd-Jackson Av,40.742653999999995,-73.95423199999999
Long Island City,Vernon Blvd-Jackson Av,40.742759,-73.95389300000001
Long Island City,Vernon Blvd-Jackson Av,40.742803,-73.95395500000001
Long Island City,21st St,40.744552,-73.948425
Long Island City,21st St,40.744625,-73.949117
Long Island City,21st St,40.744771,-73.948658
Long Island City,45 Rd-Court House Sq,40.74613,-73.945349
Long Island City,Long Island City-Court Square,40.746214,-73.945115
Long Island City,45 Rd-Court House Sq,40.746232,-73.94532199999999
Long Island City,Long Island City-Court Square,40.746243,-73.944011
Long Island City,45 Rd-Court House Sq,40.746308,-73.945713
Long Island City,Long Island City-Court Square,40.746869000000004,-73.943522
Long Island City,23rd St-Ely Av,40.747371,-73.944287
Long Island City,23rd St-Ely Av,40.747706,-73.944626
Long Island City,23rd St-Ely Av,40.747954,-73.94724000000001
Long Island City,23rd St-Ely Av,40.748195,-73.947163
Long Island City,Queens Plaza,40.748466,-73.938244
Long Island City,Queens Plaza,40.748697,-73.937364
Long Island City,Queens Plaza,40.748705,-73.93847099999999
